Street Name,dia,hora,Current Speed (km/h)
Av. Chapultepec,2024-09-15,14,17.830648135991858
Av. Chapultepec,2024-09-15,15,17.366627363417543
Av. Chapultepec,2024-09-15,16,17.42175569557429
Av. Chapultepec,2024-09-15,17,17.686339254164345
Av. Chapultepec,2024-09-15,18,18.056529270308424
Av. Chapultepec,2024-09-15,19,18.44833501187412
Av. Chapultepec,2024-09-15,20,19.504166776619606
Av. Chapultepec,2024-09-15,21,20.37742792884891
Av. Chapultepec,2024-09-15,22,22.45200531332293
Av. Chapultepec,2024-09-15,23,24.6178326525849
Av. Chapultepec,2024-09-16,0,27.05939869989166
Av. Chapultepec,2024-09-16,1,26.484580983861562
Av. Chapultepec,2024-09-16,2,28.700106626047223
Av. Chapultepec,2024-09-16,3,26.17211840821195
Av. Chapultepec,2024-09-16,4,26.739354262758518
Av. Chapultepec,2024-09-16,5,25.352564102564102
Av. Chapultepec,2024-09-16,6,22.521030792749507
Av. Chapultepec,2024-09-16,7,19.707518229821474
Av. Chapultepec,2024-09-16,8,20.187755255820967
Av. Chapultepec,2024-09-16,9,18.253846153846155
Av. Chapultepec,2024-09-16,10,16.229228966486993
Av. Chapultepec,2024-09-16,11,15.77719156004667
Av. Chapultepec,2024-09-16,12,15.387802116662566
Av. Chapultepec,2024-09-16,13,15.01995618641779
Av. Chapultepec,2024-09-16,14,13.973102195051506
Av. Chapultepec,2024-09-16,15,14.759217451223858
Av. Chapultepec,2024-09-16,16,16.532497572172687
Av. Chapultepec,2024-09-16,17,17.523692307692308
Av. Chapultepec,2024-09-16,18,16.0225320056899
Av. Chapultepec,2024-09-16,19,15.905529501581418
Av. Chapultepec,2024-09-16,20,16.044563758389263
Av. Chapultepec,2024-09-16,21,19.819522114895783
Av. Chapultepec,2024-09-16,22,20.548070015912707
Av. Chapultepec,2024-09-16,23,23.566479147786538
Av. Chapultepec,2024-09-17,0,26.62930859923577
Av. Chapultepec,2024-09-17,1,28.021724079498416
Av. Chapultepec,2024-09-17,2,29.099996084624323
Av. Chapultepec,2024-09-17,3,28.64966157929662
Av. Chapultepec,2024-09-17,4,29.395804195804196
Av. Chapultepec,2024-09-17,5,26.179921679561744
Av. Chapultepec,2024-09-17,6,22.53696472518458
Av. Chapultepec,2024-09-17,7,14.377972188264058
Av. Chapultepec,2024-09-17,8,11.981342364532022
Av. Chapultepec,2024-09-17,9,14.37207972142363
Av. Chapultepec,2024-09-17,10,13.79852803006577
Av. Chapultepec,2024-09-17,11,14.70452549932008
Av. Chapultepec,2024-09-17,12,14.354035656122633
Av. Chapultepec,2024-09-17,13,13.970697401368206
Av. Chapultepec,2024-09-17,14,13.924425
Av. Chapultepec,2024-09-17,15,14.168440183675697
Av. Chapultepec,2024-09-17,16,13.481339648137283
Av. Chapultepec,2024-09-17,17,14.466880475594493
Av. Chapultepec,2024-09-17,18,14.079610126935417
Av. Chapultepec,2024-09-17,19,13.63847171990065
Av. Chapultepec,2024-09-17,20,15.465998392547812
Av. Chapultepec,2024-09-17,21,17.847289325153376
Av. Chapultepec,2024-09-17,22,20.938235294117646
Av. Chapultepec,2024-09-17,23,23.854894736842105
Av. Chapultepec,2024-09-18,0,26.368927377175684
Av. Chapultepec,2024-09-18,1,27.892271629153015
Av. Chapultepec,2024-09-18,2,29.58545454545455
Av. Chapultepec,2024-09-18,3,29.6627011630667
Av. Chapultepec,2024-09-18,4,27.4647237823645
Av. Chapultepec,2024-09-18,5,25.07898694787795
Av. Chapultepec,2024-09-18,6,20.624868362994558
Av. Chapultepec,2024-09-18,7,15.48210114163789
Av. Chapultepec,2024-09-18,8,13.572247418538812
Av. Chapultepec,2024-09-18,9,12.701302159692693
Av. Chapultepec,2024-09-18,10,12.06433900644289
Av. Chapultepec,2024-09-18,11,12.780907895724441
Av. Chapultepec,2024-09-18,12,13.372334390095022
Av. Chapultepec,2024-09-18,13,13.356159644480718
Av. Chapultepec,2024-09-18,14,13.395044239846715
Av. Chapultepec,2024-09-18,15,12.574439629090874
Av. Chapultepec,2024-09-18,16,13.03792129829145
Av. Chapultepec,2024-09-18,17,12.59836288634086
Av. Chapultepec,2024-09-18,18,11.754361329841153
Av. Chapultepec,2024-09-18,19,12.001801438402232
Av. Chapultepec,2024-09-18,20,12.751523740193434
Av. Chapultepec,2024-09-18,21,15.538733361528802
Av. Chapultepec,2024-09-18,22,18.969624222704198
Av. Chapultepec,2024-09-18,23,22.21101807549176
Av. Chapultepec,2024-09-19,0,24.08071736554391
Av. Chapultepec,2024-09-19,1,26.964400693229003
Av. Chapultepec,2024-09-19,2,28.100441410261823
Av. Chapultepec,2024-09-19,3,29.17310066773822
Av. Chapultepec,2024-09-19,4,29.387005323749513
Av. Chapultepec,2024-09-19,5,28.34961377653184
Av. Chapultepec,2024-09-19,6,24.403967183498622
Av. Chapultepec,2024-09-19,7,19.554429706592423
Av. Chapultepec,2024-09-19,8,14.963087316481094
Av. Chapultepec,2024-09-19,9,13.131166549633745
Av. Chapultepec,2024-09-19,10,13.531146033821766
Av. Chapultepec,2024-09-19,11,13.393370683639917
Av. Chapultepec,2024-09-19,12,13.666197919322354
Av. Chapultepec,2024-09-19,13,13.804065315160692
Av. Chapultepec,2024-09-19,14,13.526023135983424
Av. Chapultepec,2024-09-19,15,13.532983289883962
Av. Chapultepec,2024-09-19,16,13.8634412244147
Av. Chapultepec,2024-09-19,17,13.202948666545385
Av. Chapultepec,2024-09-19,18,11.034052493902232
Av. Chapultepec,2024-09-19,19,11.726736801114582
Av. Chapultepec,2024-09-19,20,12.787581921213928
Av. Chapultepec,2024-09-19,21,14.418407573710688
Av. Chapultepec,2024-09-19,22,17.495146306352414
Av. Chapultepec,2024-09-19,23,20.29358349939954
Av. Chapultepec,2024-09-20,0,24.19983316285787
Av. Chapultepec,2024-09-20,1,25.371717142972457
Av. Chapultepec,2024-09-20,2,26.88773013721116
Av. Chapultepec,2024-09-20,3,28.26142396989412
Av. Chapultepec,2024-09-20,4,29.471496719970908
Av. Chapultepec,2024-09-20,5,28.64895275486228
Av. Chapultepec,2024-09-20,6,24.584096194259686
Av. Chapultepec,2024-09-20,7,20.14101936439839
Av. Chapultepec,2024-09-20,8,14.812833668275509
Av. Chapultepec,2024-09-20,9,13.918952788179977
Av. Chapultepec,2024-09-20,10,15.04339991631314
Av. Chapultepec,2024-09-20,11,14.47914607233984
Av. Chapultepec,2024-09-20,12,13.970582642837446
Av. Chapultepec,2024-09-20,13,13.111041449190775
Av. Chapultepec,2024-09-20,14,13.842973327477068
Av. Chapultepec,2024-09-20,15,11.90286278351321
Av. Chapultepec,2024-09-20,16,11.26179531187773
Av. Chapultepec,2024-09-20,17,11.638382739104648
Av. Chapultepec,2024-09-20,18,10.834370819151609
Av. Chapultepec,2024-09-20,19,10.176764034155207
Av. Chapultepec,2024-09-20,20,10.150577515013973
Av. Chapultepec,2024-09-20,21,12.172114019143713
Av. Chapultepec,2024-09-20,22,15.900116288895376
Av. Chapultepec,2024-09-20,23,17.699306187522712
Av. Chapultepec,2024-09-21,0,20.748534098453142
Av. Chapultepec,2024-09-21,1,23.579561741316677
Av. Chapultepec,2024-09-21,2,24.234844616678387
Av. Chapultepec,2024-09-21,3,24.808694992157452
Av. Chapultepec,2024-09-21,4,24.338471634069343
Av. Chapultepec,2024-09-21,5,25.50130799198209
Av. Chapultepec,2024-09-21,6,24.655735360459044
Av. Chapultepec,2024-09-21,7,21.537828507063796
Av. Chapultepec,2024-09-21,8,19.303976430627845
Av. Chapultepec,2024-09-21,9,17.343750852366306
Av. Chapultepec,2024-09-21,10,15.000489972064123
Av. Chapultepec,2024-09-21,11,14.495016074912101
Av. Chapultepec,2024-09-21,12,14.359004484358312
Av. Chapultepec,2024-09-21,13,13.619660120889064
Av. Chapultepec,2024-09-21,14,13.716441462499393
Av. Chapultepec,2024-09-21,15,12.318578709478714
Av. Chapultepec,2024-09-21,16,13.301622470251402
Av. Chapultepec,2024-09-21,17,14.087599868509372
Av. Chapultepec,2024-09-21,18,14.834220678749006
Av. Chapultepec,2024-09-21,19,13.980313606114104
Av. Chapultepec,2024-09-21,20,15.968765371863231
Av. Chapultepec,2024-09-21,21,17.98820355341958
Av. Chapultepec,2024-09-21,22,19.160391529508026
Av. Chapultepec,2024-09-21,23,20.373972607734412
Av. Chapultepec,2024-09-22,0,22.31083178094439
Av. Chapultepec,2024-09-22,1,24.57245148331758
Av. Chapultepec,2024-09-22,2,25.18596491005475
Av. Chapultepec,2024-09-22,3,25.699523020221392
Av. Chapultepec,2024-09-22,4,27.58454150578543
Av. Chapultepec,2024-09-22,5,27.552517900350615
Av. Chapultepec,2024-09-22,6,26.192535555423923
Av. Chapultepec,2024-09-22,7,24.550892707335745
Av. Chapultepec,2024-09-22,8,22.72594351657044
Av. Chapultepec,2024-09-22,9,20.82704862860244
Av. Chapultepec,2024-09-22,10,19.40273752542077
Av. Chapultepec,2024-09-22,11,18.8230839133303
Av. Chapultepec,2024-09-22,12,17.531219484662753
Av. Chapultepec,2024-09-22,13,16.447583311097848
Av. Chapultepec,2024-09-22,14,15.690300085419414
Av. Chapultepec,2024-09-22,15,15.620329413810605
Av. Chapultepec,2024-09-22,16,15.34289474483254
Av. Chapultepec,2024-09-22,17,15.657437831821362
Av. Chapultepec,2024-09-22,18,16.243163697800462
Av. Chapultepec,2024-09-22,19,16.611435201823962
Av. Chapultepec,2024-09-22,20,17.64103144703658
Av. Chapultepec,2024-09-22,21,19.618302772259334
Av. Chapultepec,2024-09-22,22,21.353204606958347
Av. Chapultepec,2024-09-22,23,23.85562215767581
Av. Chapultepec,2024-09-23,0,25.938430916290926
Av. Chapultepec,2024-09-23,1,27.604405711011264
Av. Chapultepec,2024-09-23,2,28.04078554630094
Av. Chapultepec,2024-09-23,3,29.27123473116735
Av. Chapultepec,2024-09-23,4,30.158015559361154
Av. Chapultepec,2024-09-23,5,27.901998631315717
Av. Chapultepec,2024-09-23,6,23.547025365510436
Av. Chapultepec,2024-09-23,7,16.92672687159268
Av. Chapultepec,2024-09-23,8,15.129812691709748
Av. Chapultepec,2024-09-23,9,14.523220752964072
Av. Chapultepec,2024-09-23,10,14.840211230701287
Av. Chapultepec,2024-09-23,11,13.016578968347718
Av. Chapultepec,2024-09-23,12,10.50167876445466
Av. Chapultepec,2024-09-23,13,9.929686973972416
Av. Chapultepec,2024-09-23,14,9.765451201514223
Av. Chapultepec,2024-09-23,15,11.507456193535521
Av. Chapultepec,2024-09-23,16,12.218462394019326
Av. Chapultepec,2024-09-23,17,11.827668799521911
Av. Chapultepec,2024-09-23,18,11.141654564322568
Av. Chapultepec,2024-09-23,19,13.07818908141913
Av. Chapultepec,2024-09-23,20,14.882021716148294
Av. Chapultepec,2024-09-23,21,17.738388845248117
Av. Chapultepec,2024-09-23,22,21.016705291187314
Av. Chapultepec,2024-09-23,23,23.681128895181395
Av. Chapultepec,2024-09-24,0,25.916966797288673
Av. Chapultepec,2024-09-24,1,27.064577678797395
Av. Chapultepec,2024-09-24,2,28.196218844059096
Av. Chapultepec,2024-09-24,3,28.69026810343525
Av. Chapultepec,2024-09-24,4,28.82168949966683
Av. Chapultepec,2024-09-24,5,27.0939211077831
Av. Chapultepec,2024-09-24,6,24.479117005962916
Av. Chapultepec,2024-09-24,7,18.40646549491303
Av. Chapultepec,2024-09-24,8,13.915739296231774
Av. Chapultepec,2024-09-24,9,12.534963268349706
Av. Chapultepec,2024-09-24,10,12.186399971021647
Av. Chapultepec,2024-09-24,11,11.906252391144656
Av. Chapultepec,2024-09-24,12,13.385436378177223
Av. Chapultepec,2024-09-24,13,12.272341863345035
Av. Chapultepec,2024-09-24,14,10.830815371811463
Av. Chapultepec,2024-09-24,15,10.998085104168235
Av. Chapultepec,2024-09-24,16,11.12054560007688
Av. Chapultepec,2024-09-24,17,12.780827260851227
Av. Chapultepec,2024-09-24,18,13.360630654041413
Av. Chapultepec,2024-09-24,19,11.076841735984772
Av. Chapultepec,2024-09-24,20,11.986800188095502
Av. Chapultepec,2024-09-24,21,14.198673058007953
Av. Chapultepec,2024-09-24,22,18.293268426761006
Av. Chapultepec,2024-09-24,23,21.659727698683692
Av. Chapultepec,2024-09-25,0,25.781864067467094
Av. Chapultepec,2024-09-25,1,26.939922414256763
Av. Chapultepec,2024-09-25,2,28.118143136081265
Av. Chapultepec,2024-09-25,3,28.942208543201623
Av. Chapultepec,2024-09-25,4,28.85200791257133
Av. Chapultepec,2024-09-25,5,27.574627362093565
Av. Chapultepec,2024-09-25,6,23.484039530457252
Av. Chapultepec,2024-09-25,7,17.711715102624947
Av. Chapultepec,2024-09-25,8,11.806067704130303
Av. Chapultepec,2024-09-25,9,11.58416689703477
Av. Chapultepec,2024-09-25,10,12.90075406830081
Av. Chapultepec,2024-09-25,11,13.581376623415675
Av. Chapultepec,2024-09-25,12,13.37352138116701
Av. Chapultepec,2024-09-25,13,12.21446381915541
Av. Chapultepec,2024-09-25,14,11.17386304657633
Av. Chapultepec,2024-09-25,15,11.161039769115469
Av. Chapultepec,2024-09-25,16,11.325518879161072
Av. Chapultepec,2024-09-25,17,10.88923163259314
Av. Chapultepec,2024-09-25,18,11.03535928540951
Av. Chapultepec,2024-09-25,19,9.42792093535633
Av. Chapultepec,2024-09-25,20,10.85271098014447
Av. Chapultepec,2024-09-25,21,15.305632450283788
Av. Chapultepec,2024-09-25,22,18.938572590295127
Av. Chapultepec,2024-09-25,23,22.196048483815613
Av. Chapultepec,2024-09-26,0,25.925893883743214
Av. Chapultepec,2024-09-26,1,27.847874437726695
Av. Chapultepec,2024-09-26,2,30.073881915113883
Av. Chapultepec,2024-09-26,3,29.448392978637717
Av. Chapultepec,2024-09-26,4,29.78528296130998
Av. Chapultepec,2024-09-26,5,27.753772842317566
Av. Chapultepec,2024-09-26,6,23.817432780932947
Av. Chapultepec,2024-09-26,7,17.932935639782468
Av. Chapultepec,2024-09-26,8,13.695202327898416
Av. Chapultepec,2024-09-26,9,12.897987476814272
Av. Chapultepec,2024-09-26,10,13.38278823812305
Av. Chapultepec,2024-09-26,11,13.390993839065484
Av. Chapultepec,2024-09-26,12,13.73971045464585
Av. Chapultepec,2024-09-26,13,13.011725034581284
Av. Chapultepec,2024-09-26,14,12.166217986085552
Av. Chapultepec,2024-09-26,15,10.95015699188426
Av. Chapultepec,2024-09-26,16,10.344995001657036
Av. Chapultepec,2024-09-26,17,9.34111376565269
Av. Chapultepec,2024-09-26,18,7.81031364299657
Av. Chapultepec,2024-09-26,19,8.161625268476435
Av. Chapultepec,2024-09-26,20,10.35263142055269
Av. Chapultepec,2024-09-26,21,13.114792070356302
Av. Chapultepec,2024-09-26,22,15.698060398692498
Av. Chapultepec,2024-09-26,23,19.638621651255878
Av. Chapultepec,2024-09-27,0,22.667871566553004
Av. Chapultepec,2024-09-27,1,24.520155414680193
Av. Chapultepec,2024-09-27,2,26.162635664083723
Av. Chapultepec,2024-09-27,3,28.04885203082147
Av. Chapultepec,2024-09-27,4,28.14266251635531
Av. Chapultepec,2024-09-27,5,27.942619838670137
Av. Chapultepec,2024-09-27,6,23.818280587997187
Av. Chapultepec,2024-09-27,7,19.078776824289744
Av. Chapultepec,2024-09-27,8,14.913063709726257
Av. Chapultepec,2024-09-27,9,14.40555048930315
Av. Chapultepec,2024-09-27,10,14.42858248072582
Av. Chapultepec,2024-09-27,11,14.805499975148049
Av. Chapultepec,2024-09-27,12,13.508692587478905
Av. Chapultepec,2024-09-27,13,11.84024860030284
Av. Chapultepec,2024-09-27,14,11.283488695969996
Av. Chapultepec,2024-09-27,15,10.69959949498115
Av. Chapultepec,2024-09-27,16,9.85550728705759
Av. Chapultepec,2024-09-27,17,9.092019626175501
Av. Chapultepec,2024-09-27,18,8.520705025648308
Av. Chapultepec,2024-09-27,19,9.211418967853565
Av. Chapultepec,2024-09-27,20,10.339115266095071
Av. Chapultepec,2024-09-27,21,11.432205568578041
Av. Chapultepec,2024-09-27,22,13.79136216173148
Av. Chapultepec,2024-09-27,23,18.219542140227148
Av. Chapultepec,2024-09-28,0,20.823116182400376
Av. Chapultepec,2024-09-28,1,22.399219601025997
Av. Chapultepec,2024-09-28,2,23.065667359296757
Av. Chapultepec,2024-09-28,3,24.645824432773555
Av. Chapultepec,2024-09-28,4,25.57002811034421
Av. Chapultepec,2024-09-28,5,26.38775317873981
Av. Chapultepec,2024-09-28,6,24.582179580536156
Av. Chapultepec,2024-09-28,7,21.234138350845047
Av. Chapultepec,2024-09-28,8,17.885354050900897
Av. Chapultepec,2024-09-28,9,15.548183869551975
Av. Chapultepec,2024-09-28,10,15.027120522494542
Av. Chapultepec,2024-09-28,11,14.331859559836623
Av. Chapultepec,2024-09-28,12,14.127597924888978
Av. Chapultepec,2024-09-28,13,12.976794663992342
Av. Chapultepec,2024-09-28,14,11.015024114232679
Av. Chapultepec,2024-09-28,15,10.241132868637946
Av. Chapultepec,2024-09-28,16,11.055644939967921
Av. Chapultepec,2024-09-28,17,11.377335311500074
Av. Chapultepec,2024-09-28,18,13.238253687136835
Av. Chapultepec,2024-09-28,19,13.504090854773132
Av. Chapultepec,2024-09-28,20,15.152517910472056
Av. Chapultepec,2024-09-28,21,16.172628623673557
Av. Chapultepec,2024-09-28,22,18.68744897476391
Av. Chapultepec,2024-09-28,23,20.05096239105101
Av. Chapultepec,2024-09-29,0,22.55330863923156
Av. Chapultepec,2024-09-29,1,24.006661211900994
Av. Chapultepec,2024-09-29,2,24.50835925508411
Av. Chapultepec,2024-09-29,3,25.231312947954898
Av. Chapultepec,2024-09-29,4,25.5629788926679
Av. Chapultepec,2024-09-29,5,27.059065220973924
Av. Chapultepec,2024-09-29,6,25.803724176492985
Av. Chapultepec,2024-09-29,7,23.257136439753726
Av. Chapultepec,2024-09-29,8,21.699207813268963
Av. Chapultepec,2024-09-29,9,20.671841352422618
Av. Chapultepec,2024-09-29,10,17.71875298498091
Av. Chapultepec,2024-09-29,11,18.05990192199414
Av. Chapultepec,2024-09-29,12,17.054991960408685
Av. Chapultepec,2024-09-29,13,16.961917320415505
Av. Chapultepec,2024-09-29,14,15.665601476766994
Av. Chapultepec,2024-09-29,15,15.565974959522947
Av. Chapultepec,2024-09-29,16,15.044801377441138
Av. Chapultepec,2024-09-29,17,15.203165661095273
Av. Chapultepec,2024-09-29,18,16.345794690124926
Av. Chapultepec,2024-09-29,19,18.612946711278497
Av. Chapultepec,2024-09-29,20,18.834470165063106
Av. Chapultepec,2024-09-29,21,18.676150419127993
Av. Chapultepec,2024-09-29,22,21.010670130352644
Av. Chapultepec,2024-09-29,23,23.126369797192872
Av. Chapultepec,2024-09-30,0,26.413008791031867
Av. Chapultepec,2024-09-30,1,27.118505637117124
Av. Chapultepec,2024-09-30,2,29.59626656428557
Av. Chapultepec,2024-09-30,3,30.46023236768394
Av. Chapultepec,2024-09-30,4,30.896092661486733
Av. Chapultepec,2024-09-30,5,28.284124878100183
Av. Chapultepec,2024-09-30,6,23.735780241919258
Av. Chapultepec,2024-09-30,7,18.654999976096274
Av. Chapultepec,2024-09-30,8,13.676629186846842
Av. Chapultepec,2024-09-30,9,13.285282922006497
Av. Chapultepec,2024-09-30,10,14.873719099554407
Av. Chapultepec,2024-09-30,11,13.19728521498035
Av. Chapultepec,2024-09-30,12,14.17631569602135
Av. Chapultepec,2024-09-30,13,14.25645585122628
Av. Chapultepec,2024-09-30,14,14.412740512357495
Av. Chapultepec,2024-09-30,15,13.821165230492586
Av. Chapultepec,2024-09-30,16,13.957967476577219
Av. Chapultepec,2024-09-30,17,13.35526670079532
Av. Chapultepec,2024-09-30,18,13.444438684082513
Av. Chapultepec,2024-09-30,19,13.651551876740866
Av. Chapultepec,2024-09-30,20,14.439111657825304
Av. Chapultepec,2024-09-30,21,17.66708800477916
Av. Chapultepec,2024-09-30,22,20.340779615837484
Av. Chapultepec,2024-09-30,23,22.330007588884495
Av. Chapultepec,2024-10-01,0,26.39735605483801
Av. Chapultepec,2024-10-01,1,28.01825798607167
Av. Chapultepec,2024-10-01,2,29.017907589413973
Av. Chapultepec,2024-10-01,3,30.39897883663343
Av. Chapultepec,2024-10-01,4,30.147478457406105
Av. Chapultepec,2024-10-01,5,27.961419756387325
Av. Chapultepec,2024-10-01,6,24.40864316778761
Av. Chapultepec,2024-10-01,7,20.615490305004126
Av. Chapultepec,2024-10-01,8,18.771445035371016
Av. Chapultepec,2024-10-01,9,16.993641293165144
Av. Chapultepec,2024-10-01,10,15.731075993840948
Av. Chapultepec,2024-10-01,11,16.065284099040635
Av. Chapultepec,2024-10-01,12,15.190535162714369
Av. Chapultepec,2024-10-01,13,15.158074126470408
Av. Chapultepec,2024-10-01,14,15.791768424311048
Av. Chapultepec,2024-10-01,15,14.940332645990068
Av. Chapultepec,2024-10-01,16,15.177110718458522
Av. Chapultepec,2024-10-01,17,16.177698485709904
Av. Chapultepec,2024-10-01,18,14.938436709911887
Av. Chapultepec,2024-10-01,19,15.943269478962245
Av. Chapultepec,2024-10-01,20,16.857673846114082
Av. Chapultepec,2024-10-01,21,17.76797140971955
Av. Chapultepec,2024-10-01,22,19.011015375721264
Av. Chapultepec,2024-10-01,23,21.89791951326407
Av. Chapultepec,2024-10-02,0,24.034230769230767
Av. Chapultepec,2024-10-02,1,26.560285253047937
Av. Chapultepec,2024-10-02,2,27.624820676842035
Av. Chapultepec,2024-10-02,3,29.396978900255753
Av. Chapultepec,2024-10-02,4,29.701627796287482
Av. Chapultepec,2024-10-02,5,28.732462495008846
Av. Chapultepec,2024-10-02,6,25.32661691542289
Av. Chapultepec,2024-10-02,7,19.178420973561952
Av. Chapultepec,2024-10-02,8,11.663725734378433
Av. Chapultepec,2024-10-02,9,11.578300281705854
Av. Chapultepec,2024-10-02,10,13.326230380221014
Av. Insurgentes,2024-09-12,18,13.758560853847477
Av. Insurgentes,2024-09-12,19,14.101325002872553
Av. Insurgentes,2024-09-12,20,14.019491777820697
Av. Insurgentes,2024-09-12,21,15.54409858352615
Av. Insurgentes,2024-09-12,22,18.00445694547349
Av. Insurgentes,2024-09-12,23,21.46825714251793
Av. Insurgentes,2024-09-13,0,22.10164127204026
Av. Insurgentes,2024-09-13,1,23.769014039838645
Av. Insurgentes,2024-09-13,2,24.5296468363939
Av. Insurgentes,2024-09-13,3,25.439548247529096
Av. Insurgentes,2024-09-13,4,24.931869213825586
Av. Insurgentes,2024-09-13,5,23.257062931005557
Av. Insurgentes,2024-09-13,6,19.00539159845434
Av. Insurgentes,2024-09-13,7,16.477457144805246
Av. Insurgentes,2024-09-13,8,14.981850850544866
Av. Insurgentes,2024-09-13,9,14.974067949658561
Av. Insurgentes,2024-09-13,10,15.065152561203114
Av. Insurgentes,2024-09-13,11,14.576353178230807
Av. Insurgentes,2024-09-13,12,14.170160431095345
Av. Insurgentes,2024-09-13,13,12.657222947973182
Av. Insurgentes,2024-09-13,14,13.333175370399182
Av. Insurgentes,2024-09-13,15,13.261298241532334
Av. Insurgentes,2024-09-13,16,12.874969338176765
Av. Insurgentes,2024-09-13,17,12.617619217061186
Av. Insurgentes,2024-09-13,18,11.646444556964477
Av. Insurgentes,2024-09-13,19,11.256098387677046
Av. Insurgentes,2024-09-13,20,12.375506623275655
Av. Insurgentes,2024-09-13,21,12.515437521740136
Av. Insurgentes,2024-09-13,22,14.486146812020221
Av. Insurgentes,2024-09-13,23,14.578684962824662
Av. Insurgentes,2024-09-14,0,15.26726265542017
Av. Insurgentes,2024-09-14,1,15.767453860972559
Av. Insurgentes,2024-09-14,2,17.08194796132199
Av. Insurgentes,2024-09-14,3,19.983235963642834
Av. Insurgentes,2024-09-14,4,18.120739692397542
Av. Insurgentes,2024-09-14,5,20.915332155466906
Av. Insurgentes,2024-09-14,6,19.5763957914526
Av. Insurgentes,2024-09-14,7,19.04515132279438
Av. Insurgentes,2024-09-14,8,18.371705001056895
Av. Insurgentes,2024-09-14,9,17.07941817239084
Av. Insurgentes,2024-09-14,10,15.591191808868576
Av. Insurgentes,2024-09-14,11,15.687350966702471
Av. Insurgentes,2024-09-14,12,14.733328129202269
Av. Insurgentes,2024-09-14,13,14.636019697563148
Av. Insurgentes,2024-09-14,14,13.291217322875838
Av. Insurgentes,2024-09-14,15,12.673606385115503
Av. Insurgentes,2024-09-14,16,14.989534280859065
Av. Insurgentes,2024-09-14,17,17.220819592671926
Av. Insurgentes,2024-09-14,18,16.95929931599044
Av. Insurgentes,2024-09-14,19,17.082977057239283
Av. Insurgentes,2024-09-14,20,16.77398284704705
Av. Insurgentes,2024-09-14,21,16.377137870149802
Av. Insurgentes,2024-09-14,22,17.33213001303387
Av. Insurgentes,2024-09-14,23,18.95836697934655
Av. Insurgentes,2024-09-15,0,19.84530928250001
Av. Insurgentes,2024-09-15,1,21.985771826501114
Av. Insurgentes,2024-09-15,2,21.48132266808325
Av. Insurgentes,2024-09-15,3,21.19862695942127
Av. Insurgentes,2024-09-15,4,22.426011376168947
Av. Insurgentes,2024-09-15,5,21.91693941397304
Av. Insurgentes,2024-09-15,6,20.010069331185612
Av. Insurgentes,2024-09-15,7,19.79801504483158
Av. Insurgentes,2024-09-15,8,19.625401953437766
Av. Insurgentes,2024-09-15,9,19.252762885821376
Av. Insurgentes,2024-09-15,10,18.696229618402217
Av. Insurgentes,2024-09-15,11,18.095889814323666
Av. Insurgentes,2024-09-15,12,18.36522159411161
Av. Insurgentes,2024-09-15,13,17.97680819483076
Av. Insurgentes,2024-09-15,14,19.244896300855142
Av. Insurgentes,2024-09-15,15,19.87675588640665
Av. Insurgentes,2024-09-15,16,19.402387329580932
Av. Insurgentes,2024-09-15,17,19.503422261167415
Av. Insurgentes,2024-09-15,18,19.421992497486965
Av. Insurgentes,2024-09-15,19,19.834373777684462
Av. Insurgentes,2024-09-15,20,20.960173160173163
Av. Insurgentes,2024-09-15,21,20.56513888888889
Av. Insurgentes,2024-09-15,22,22.272527472527475
Av. Insurgentes,2024-09-15,23,23.10662595816552
Av. Insurgentes,2024-09-16,0,24.872456239412763
Av. Insurgentes,2024-09-16,1,24.457499590484687
Av. Insurgentes,2024-09-16,2,24.85166741775575
Av. Insurgentes,2024-09-16,3,24.483471142038482
Av. Insurgentes,2024-09-16,4,25.268090725493245
Av. Insurgentes,2024-09-16,5,22.156262985054624
Av. Insurgentes,2024-09-16,6,18.639455178967378
Av. Insurgentes,2024-09-16,7,18.16974048373511
Av. Insurgentes,2024-09-16,8,15.577429633563463
Av. Insurgentes,2024-09-16,9,16.532305619995512
Av. Insurgentes,2024-09-16,10,15.475362825668824
Av. Insurgentes,2024-09-16,11,16.28456395290329
Av. Insurgentes,2024-09-16,12,17.37879809945686
Av. Insurgentes,2024-09-16,13,16.93857254901961
Av. Insurgentes,2024-09-16,14,20.170284504793322
Av. Insurgentes,2024-09-16,15,18.77884216339684
Av. Insurgentes,2024-09-16,16,17.97605321507761
Av. Insurgentes,2024-09-16,17,19.21137440758294
Av. Insurgentes,2024-09-16,18,17.858655021834064
Av. Insurgentes,2024-09-16,19,17.5428851843024
Av. Insurgentes,2024-09-16,20,19.155104272436148
Av. Insurgentes,2024-09-16,21,21.20344615384616
Av. Insurgentes,2024-09-16,22,20.872136883540314
Av. Insurgentes,2024-09-16,23,19.713541740173596
Av. Insurgentes,2024-09-17,0,22.271856936416185
Av. Insurgentes,2024-09-17,1,25.375207194498326
Av. Insurgentes,2024-09-17,2,23.69292467319704
Av. Insurgentes,2024-09-17,3,24.525285833097236
Av. Insurgentes,2024-09-17,4,27.220388710495186
Av. Insurgentes,2024-09-17,5,21.63639448568399
Av. Insurgentes,2024-09-17,6,19.367569786535306
Av. Insurgentes,2024-09-17,7,16.858618909991744
Av. Insurgentes,2024-09-17,8,12.453936301446676
Av. Insurgentes,2024-09-17,9,10.26886002886003
