Street Name,Latitud,Longitud,Timestamp,Current Travel Time (seconds),Free Flow Travel Time (seconds),Distance (meters),Current Speed (km/h),Free Flow Speed (km/h)
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-19T19:36:46.378357,725,442,2252,11.182344827586208,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-19T19:36:47.590899,201,192,1103,19.755223880597015,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-19T19:36:48.794621,1041,623,3164,10.94178674351585,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-19T19:36:49.978317,1458,632,5652,13.955555555555556,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-19T19:36:51.190410,304,286,1575,18.65131578947368,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-19T19:36:52.381788,347,331,1424,14.773487031700288,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-19T19:36:53.584520,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-19T19:36:54.781373,155,180,615,14.283870967741935,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-19T19:36:55.972802,296,278,1050,12.77027027027027,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-19T19:36:57.173586,98,111,768,28.212244897959184,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-19T19:36:58.389573,508,272,1110,7.866141732283466,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-19T19:36:59.581694,284,236,967,12.25774647887324,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-19T20:07:00.941364,484,442,2252,16.750413223140498,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-19T20:07:02.126276,200,192,1103,19.854,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-19T20:07:03.324777,963,772,3284,12.276635514018691,15.313989637305701
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-19T20:07:04.514090,1100,632,5652,18.497454545454545,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-19T20:07:05.725991,328,286,1575,17.286585365853657,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-19T20:07:06.983913,341,331,1424,15.033431085043988,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-19T20:07:08.192866,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-19T20:07:09.378537,157,180,615,14.101910828025476,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-19T20:07:10.591671,303,278,1050,12.475247524752476,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-19T20:07:11.779519,107,111,768,25.8392523364486,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-19T20:07:12.963126,403,272,1110,9.915632754342433,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-19T20:07:14.143859,240,236,967,14.504999999999999,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-19T20:37:15.448843,607,442,2252,13.356177924217466,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-19T20:37:16.654971,196,192,1103,20.259183673469387,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-19T20:37:17.856381,829,623,3164,13.739927623642943,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-19T20:37:19.056071,827,632,5652,24.603627569528417,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-19T20:37:20.244920,303,286,1575,18.712871287128714,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-19T20:37:21.432911,312,331,1424,16.43076923076923,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-19T20:37:22.643284,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-19T20:37:23.821727,161,180,615,13.751552795031056,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-19T20:37:25.017747,307,296,1181,13.848859934853422,14.363513513513514
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-19T20:37:26.213141,108,111,768,25.6,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-19T20:37:27.435018,413,272,1110,9.675544794188863,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-19T20:37:28.628767,233,236,967,14.940772532188841,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-19T21:07:30.132367,493,442,2252,16.444624746450305,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-19T21:07:31.337481,192,192,1103,20.68125,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-19T21:07:32.628921,788,757,3327,15.199492385786803,15.821928665785997
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-19T21:07:33.825042,622,658,4653,26.930546623794214,25.45714285714286
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-19T21:07:35.030505,277,286,1575,20.469314079422382,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-19T21:07:36.231690,313,331,1424,16.378274760383384,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-19T21:07:37.423268,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-19T21:07:38.612852,160,180,615,13.837499999999999,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-19T21:07:39.798279,253,278,1050,14.940711462450595,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-19T21:07:41.130002,99,111,768,27.92727272727273,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-19T21:07:42.309849,361,272,1110,11.069252077562329,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-19T21:07:43.509210,225,236,967,15.472,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-19T21:37:44.869444,453,442,2252,17.896688741721857,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-19T21:37:46.077720,180,192,1103,22.06,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-19T21:37:47.282832,667,623,3164,17.077061469265367,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-19T21:37:48.482165,575,632,5652,35.3864347826087,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-19T21:37:49.687763,251,286,1575,22.589641434262948,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-19T21:37:50.888786,281,331,1424,18.24341637010676,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-19T21:37:52.092449,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-19T21:37:53.270442,173,180,615,12.797687861271676,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-19T21:37:54.478733,258,278,1050,14.651162790697674,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-19T21:37:55.665628,111,111,768,24.90810810810811,24.90810810810811
