Street Name,Latitud,Longitud,Timestamp,Current Travel Time (seconds),Free Flow Travel Time (seconds),Distance (meters),Current Speed (km/h),Free Flow Speed (km/h)
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T20:37:38.143093,508,442,2252,15.95905511811024,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T20:37:39.374521,181,192,1103,21.938121546961327,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T20:37:40.612716,616,623,3164,18.490909090909092,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T20:37:42.007031,561,632,5652,36.269518716577544,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T20:37:43.244654,279,286,1575,20.32258064516129,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T20:37:44.479289,288,331,1424,17.799999999999997,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T20:37:45.716114,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T20:37:46.933004,161,180,615,13.751552795031056,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T20:37:48.149085,285,278,1050,13.263157894736842,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T20:37:49.508069,99,111,768,27.92727272727273,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T20:37:50.740578,313,272,1110,12.766773162939298,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T20:37:51.962079,256,236,967,13.5984375,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T21:07:53.327111,488,442,2252,16.613114754098362,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T21:07:54.552227,172,192,1103,23.086046511627906,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T21:07:55.930719,595,623,3164,19.143529411764707,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T21:07:57.299498,605,632,5652,33.63173553719008,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T21:07:58.511557,265,286,1575,21.39622641509434,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T21:07:59.730380,337,331,1424,15.211869436201779,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T21:08:00.915650,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T21:08:02.127940,170,180,615,13.023529411764706,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T21:08:03.492135,285,278,1050,13.263157894736842,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T21:08:04.694733,108,111,768,25.6,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T21:08:05.906921,294,272,1110,13.59183673469388,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T21:08:07.102623,245,236,967,14.208979591836735,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T21:38:08.462401,476,442,2252,17.031932773109247,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T21:38:09.674572,174,192,1103,22.820689655172412,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T21:38:10.878687,621,623,3164,18.34202898550725,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T21:38:12.227074,566,632,5652,35.94911660777385,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T21:38:13.436217,255,286,1575,22.235294117647058,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T21:38:14.642463,303,331,1424,16.91881188118812,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T21:38:15.822345,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T21:38:17.032368,162,180,615,13.666666666666668,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T21:38:18.232803,264,278,1050,14.318181818181818,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T21:38:19.440304,99,111,768,27.92727272727273,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T21:38:20.800571,260,272,1110,15.369230769230771,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T21:38:22.005384,250,236,967,13.9248,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T22:08:23.338072,541,442,2252,14.98558225508318,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T22:08:24.555449,179,192,1103,22.183240223463688,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T22:08:25.764798,592,623,3164,19.24054054054054,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T22:08:26.972316,538,632,5652,37.82007434944238,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T22:08:28.160270,265,286,1575,21.39622641509434,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T22:08:29.371120,296,331,1424,17.318918918918918,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T22:08:30.592595,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T22:08:31.788244,159,180,615,13.924528301886792,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T22:08:33.011980,270,278,1050,14.000000000000002,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T22:08:34.363079,89,111,768,31.065168539325843,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T22:08:35.554123,249,272,1110,16.048192771084338,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T22:08:36.759907,249,236,967,13.980722891566264,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T22:38:38.145623,420,442,2252,19.302857142857146,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T22:38:39.371290,171,192,1103,23.221052631578946,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T22:38:40.580032,595,623,3164,19.143529411764707,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T22:38:41.782757,531,632,5652,38.31864406779661,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T22:38:42.986512,253,286,1575,22.41106719367589,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T22:38:44.182006,274,331,1424,18.709489051094888,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T22:38:45.370150,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T22:38:46.555807,158,180,615,14.012658227848101,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T22:38:47.744949,259,278,1050,14.594594594594595,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T22:38:48.921347,93,111,768,29.729032258064517,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T22:38:50.103042,250,272,1110,15.984,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T22:38:51.315458,214,236,967,16.267289719626167,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T23:08:52.687870,398,442,2252,20.36984924623116,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T23:08:53.902851,165,192,1103,24.065454545454546,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T23:08:55.115162,562,623,3164,20.26761565836299,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T23:08:56.318578,524,632,5652,38.83053435114504,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T23:08:57.523295,250,286,1575,22.68,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T23:08:58.737043,261,331,1424,19.641379310344828,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T23:09:00.083365,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T23:09:01.300752,160,180,615,13.837499999999999,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T23:09:02.681271,277,278,1050,13.64620938628159,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T23:09:03.856984,86,111,768,32.14883720930232,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T23:09:05.042156,261,272,1110,15.31034482758621,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T23:09:06.256211,223,236,967,15.610762331838563,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-14T23:39:07.721228,452,442,2252,17.936283185840708,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-14T23:39:08.932802,160,192,1103,24.8175,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-14T23:39:10.135831,511,623,3164,22.290410958904108,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-14T23:39:11.342744,499,632,5652,40.775951903807616,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-14T23:39:12.556539,225,286,1575,25.2,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-14T23:39:13.753451,241,331,1424,21.271369294605808,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-14T23:39:14.957757,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-14T23:39:16.148033,153,180,615,14.470588235294116,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-14T23:39:17.373034,239,278,1050,15.81589958158996,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-14T23:39:18.579888,96,111,768,28.799999999999997,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-14T23:39:19.786298,242,272,1110,16.51239669421488,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-14T23:39:20.971889,226,236,967,15.403539823008849,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T00:09:22.280518,388,442,2252,20.894845360824743,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T00:09:23.486729,171,192,1103,23.221052631578946,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T00:09:24.695508,474,623,3164,24.030379746835447,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T00:09:26.048689,490,632,5652,41.524897959183676,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T00:09:27.395441,233,286,1575,24.33476394849785,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T00:09:28.613355,245,331,1424,20.924081632653063,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T00:09:29.819123,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-15T00:09:31.024494,152,180,615,14.56578947368421,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-15T00:09:32.233924,229,278,1050,16.506550218340614,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-15T00:09:33.578905,101,111,768,27.374257425742574,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-15T00:09:34.763776,232,272,1110,17.224137931034484,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-15T00:09:35.946921,260,236,967,13.38923076923077,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T00:39:37.307483,388,442,2252,20.894845360824743,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T00:39:38.528080,170,192,1103,23.35764705882353,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T00:39:39.737487,461,623,3164,24.708026030368764,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T00:39:40.964242,483,632,5652,42.126708074534164,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T00:39:42.202505,226,286,1575,25.088495575221238,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T00:39:43.411826,232,331,1424,22.09655172413793,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T00:39:44.599097,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-15T00:39:45.782623,149,180,615,14.859060402684563,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-15T00:39:47.158505,216,278,1050,17.5,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-15T00:39:48.342164,106,111,768,26.08301886792453,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-15T00:39:49.523286,212,272,1110,18.849056603773587,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-15T00:39:50.870339,190,236,967,18.322105263157894,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T01:09:52.233625,350,442,2252,23.16342857142857,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T01:09:53.449600,163,192,1103,24.360736196319017,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T01:09:54.809329,456,623,3164,24.97894736842105,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T01:09:56.019581,495,632,5652,41.10545454545454,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T01:09:57.381082,220,286,1575,25.772727272727273,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T01:09:58.573110,220,331,1424,23.30181818181818,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T01:09:59.915616,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-15T01:10:01.119757,135,180,615,16.400000000000002,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-15T01:10:02.330159,259,278,1050,14.594594594594595,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-15T01:10:03.688445,126,111,768,21.94285714285714,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-15T01:10:05.033695,203,272,1110,19.68472906403941,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-15T01:10:06.273644,200,236,967,17.406,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T01:40:07.632406,362,442,2252,22.395580110497242,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T01:40:08.847745,164,192,1103,24.21219512195122,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T01:40:10.036061,488,623,3164,23.340983606557376,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T01:40:11.226280,470,632,5652,43.29191489361702,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T01:40:12.414385,228,286,1575,24.868421052631575,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T01:40:13.624390,226,331,1424,22.683185840707964,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T01:40:14.836347,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-15T01:40:16.031053,136,180,615,16.27941176470588,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-15T01:40:17.222433,238,278,1050,15.882352941176473,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-15T01:40:18.440556,106,111,768,26.08301886792453,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-15T01:40:19.619108,230,272,1110,17.373913043478264,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-15T01:40:20.822092,197,236,967,17.671065989847715,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T02:10:22.323911,380,442,2252,21.334736842105265,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T02:10:23.538084,154,192,1103,25.784415584415584,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T02:10:24.904426,455,623,3164,25.033846153846156,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T02:10:26.252492,462,632,5652,44.04155844155844,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T02:10:27.448310,219,286,1575,25.89041095890411,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T02:10:28.656817,214,331,1424,23.955140186915887,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T02:10:30.010732,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-15T02:10:31.384021,135,180,615,16.400000000000002,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-15T02:10:32.750348,220,278,1050,17.181818181818183,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-15T02:10:33.955729,95,111,768,29.103157894736842,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-15T02:10:35.148262,221,272,1110,18.08144796380091,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-15T02:10:36.508398,191,236,967,18.2261780104712,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T02:40:38.039934,378,442,2252,21.44761904761905,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T02:40:39.261331,152,192,1103,26.123684210526314,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T02:40:40.465594,442,623,3164,25.770135746606336,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T02:40:41.673381,471,632,5652,43.2,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T02:40:43.021749,224,286,1575,25.3125,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T02:40:44.375768,223,331,1424,22.988340807174886,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T02:40:45.563993,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-15T02:40:46.760474,145,180,615,15.268965517241378,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-15T02:40:47.949153,227,278,1050,16.651982378854626,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-15T02:40:49.133608,93,111,768,29.729032258064517,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-15T02:40:50.340184,223,272,1110,17.919282511210763,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-15T02:40:51.691196,187,236,967,18.61604278074866,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-15T03:10:53.225349,369,442,2252,21.970731707317075,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-15T03:10:54.588251,164,192,1103,24.21219512195122,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-15T03:10:55.955044,448,623,3164,25.425,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-15T03:10:57.318142,464,632,5652,43.851724137931036,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-15T03:10:58.511634,210,286,1575,27.0,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-15T03:10:59.729599,207,331,1424,24.765217391304347,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-15T03:11:00.955608,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
