Street Name,Latitud,Longitud,Timestamp,Current Travel Time (seconds),Free Flow Travel Time (seconds),Distance (meters),Current Speed (km/h),Free Flow Speed (km/h)
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-20T08:47:16.567270,499,442,2252,16.246893787575154,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-20T08:47:17.869189,210,192,1103,18.908571428571427,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-20T08:47:19.045328,716,623,3164,15.908379888268156,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-20T08:47:20.372048,959,658,4653,17.46694473409802,25.45714285714286
Amsterdam,19.4096629733812,-99.171524335536,2024-09-20T08:47:21.609437,209,247,987,17.000956937799042,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-20T08:47:22.973913,218,254,1022,16.877064220183485,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-20T08:47:24.117828,96,111,768,28.799999999999997,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-20T08:47:25.311169,227,282,1220,19.348017621145374,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-20T08:47:26.618962,407,272,1110,9.818181818181818,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-20T08:47:27.828081,51,75,535,37.76470588235294,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-20T08:47:29.028998,297,282,954,11.563636363636364,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-20T08:47:30.232842,83,95,298,12.925301204819277,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-20T08:47:31.433823,48,55,156,11.7,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-20T09:17:32.620285,547,442,2252,14.821206581352836,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-20T09:17:33.794497,207,192,1103,19.182608695652174,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-20T09:17:34.967382,876,772,3284,13.495890410958905,15.313989637305701
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-20T09:17:36.139137,829,632,5652,24.544270205066347,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-20T09:17:37.338181,243,247,987,14.622222222222222,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-20T09:17:38.557001,196,260,897,16.475510204081633,12.420000000000002
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-20T09:17:39.724581,98,111,768,28.212244897959184,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-20T09:17:40.940350,241,282,1220,18.224066390041493,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-20T09:17:42.081645,342,272,1110,11.684210526315791,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-20T09:17:43.269274,50,75,535,38.52,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-20T09:17:44.456959,350,282,954,9.81257142857143,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-20T09:17:45.640634,100,95,298,10.728,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-20T09:17:46.841870,60,55,156,9.36,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-20T09:47:48.088124,605,442,2252,13.400330578512397,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-20T09:47:49.261879,208,192,1103,19.090384615384615,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-20T09:47:50.419807,899,772,3284,13.150611790878754,15.313989637305701
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-20T09:47:51.587451,1017,632,5652,20.0070796460177,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-20T09:47:52.802182,268,247,987,13.258208955223882,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-20T09:47:53.998429,205,260,897,15.75219512195122,12.420000000000002
