Street Name,Latitud,Longitud,Timestamp,Current Travel Time (seconds),Free Flow Travel Time (seconds),Distance (meters),Current Speed (km/h),Free Flow Speed (km/h)
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T19:20:08.905383,561,442,2252,14.451336898395724,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T19:20:10.051706,201,192,1103,19.755223880597015,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T19:20:11.206146,821,623,3164,13.873812423873325,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T19:20:12.404759,1251,632,5652,16.26474820143885,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T19:20:13.560435,248,247,987,14.32741935483871,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T19:20:14.714142,266,254,1022,13.83157894736842,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T19:20:15.883530,177,111,768,15.620338983050848,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T19:20:17.036711,306,282,1220,14.352941176470587,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-12T19:20:18.196986,435,272,1110,9.186206896551726,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-12T19:20:19.343509,92,75,535,20.934782608695652,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-12T19:20:20.494042,330,282,954,10.407272727272728,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-12T19:20:21.625893,101,95,298,10.62178217821782,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-12T19:20:22.773079,64,55,156,8.775,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T19:50:24.091047,657,442,2252,12.339726027397262,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T19:50:25.429411,194,192,1103,20.4680412371134,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T19:50:26.604856,912,623,3164,12.489473684210525,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T19:50:27.770599,1226,632,5652,16.596411092985317,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T19:50:28.992901,240,247,987,14.805,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T19:50:30.235462,266,254,1022,13.83157894736842,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T19:50:31.379375,117,111,768,23.630769230769232,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T19:50:32.592475,271,282,1220,16.206642066420663,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-12T19:50:33.757184,547,272,1110,7.30530164533821,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-12T19:50:34.930699,109,75,535,17.6697247706422,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-12T19:50:36.131401,336,282,954,10.221428571428572,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-12T19:50:37.345992,102,95,298,10.51764705882353,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-12T19:50:38.576378,52,55,156,10.8,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T20:20:39.829327,692,442,2252,11.715606936416187,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T20:20:41.021547,204,192,1103,19.46470588235294,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T20:20:42.180008,930,623,3164,12.24774193548387,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T20:20:43.371499,1236,658,4653,13.552427184466021,25.45714285714286
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T20:20:44.587415,249,247,987,14.269879518072289,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T20:20:45.803118,268,254,1022,13.728358208955225,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T20:20:46.971394,99,111,768,27.92727272727273,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T20:20:48.181131,330,282,1220,13.30909090909091,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-12T20:20:49.335789,578,272,1110,6.913494809688582,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-12T20:20:50.559758,202,75,535,9.534653465346535,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-12T20:20:51.955241,366,282,954,9.38360655737705,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-12T20:20:53.173347,104,95,298,10.315384615384616,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-12T20:20:54.361417,55,55,156,10.210909090909091,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T20:50:55.683953,543,442,2252,14.930386740331492,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T20:50:56.870421,186,192,1103,21.348387096774193,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T20:50:58.051830,977,772,3284,12.1007164790174,15.313989637305701
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T20:50:59.256603,1330,660,5649,15.290526315789473,30.812727272727276
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T20:51:00.474820,248,247,987,14.32741935483871,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T20:51:01.691625,271,254,1022,13.576383763837638,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T20:51:02.844533,102,111,768,27.10588235294118,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T20:51:04.084338,334,282,1220,13.149700598802395,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-12T20:51:05.242068,426,272,1110,9.380281690140846,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-12T20:51:06.449741,73,75,535,26.38356164383562,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-12T20:51:07.645556,320,282,954,10.7325,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-12T20:51:08.850001,136,95,298,7.888235294117647,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-12T20:51:10.041445,50,55,156,11.232000000000001,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T21:21:11.298012,577,442,2252,14.050606585788564,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T21:21:12.498725,187,192,1103,21.23422459893048,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T21:21:13.677118,948,772,3284,12.47088607594937,15.313989637305701
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T21:21:14.869148,722,658,4653,23.2005540166205,25.45714285714286
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T21:21:16.083499,248,247,987,14.32741935483871,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T21:21:17.304869,271,254,1022,13.576383763837638,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T21:21:18.482906,97,111,768,28.503092783505156,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T21:21:19.709420,307,282,1220,14.306188925081434,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-12T21:21:20.858549,414,272,1110,9.652173913043478,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-12T21:21:22.039342,71,75,535,27.126760563380284,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-12T21:21:23.399941,325,282,954,10.567384615384617,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-12T21:21:24.588955,111,95,298,9.664864864864864,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-12T21:21:25.789141,53,55,156,10.59622641509434,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T21:51:27.037686,519,442,2252,15.620809248554915,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T21:51:28.211961,171,192,1103,23.221052631578946,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T21:51:29.615163,801,623,3164,14.220224719101124,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T21:51:30.791368,663,632,5652,30.689592760180997,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T21:51:31.993065,251,247,987,14.15617529880478,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T21:51:33.199958,268,254,1022,13.728358208955225,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T21:51:34.375267,95,111,768,29.103157894736842,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T21:51:35.599186,297,282,1220,14.787878787878787,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-12T21:51:36.749231,432,272,1110,9.250000000000002,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-12T21:51:37.964016,76,75,535,25.342105263157894,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-12T21:51:39.171997,307,282,954,11.186970684039089,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-12T21:51:40.356317,98,95,298,10.946938775510205,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-12T21:51:41.564135,47,55,156,11.948936170212765,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-12T22:21:42.853191,519,442,2252,15.620809248554915,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-12T22:21:44.021963,184,192,1103,21.580434782608695,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-12T22:21:45.214732,755,757,3327,15.863841059602649,15.821928665785997
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-12T22:21:46.398209,638,632,5652,31.89216300940439,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-12T22:21:47.596808,215,247,987,16.526511627906977,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-12T22:21:48.792974,225,254,1022,16.352,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-12T22:21:49.933147,89,111,768,31.065168539325843,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-12T22:21:51.156309,249,282,1220,17.63855421686747,15.574468085106382
