Street Name,Latitud,Longitud,Timestamp,Current Travel Time (seconds),Free Flow Travel Time (seconds),Distance (meters),Current Speed (km/h),Free Flow Speed (km/h)
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-21T20:00:39.491615,818,442,2252,9.911002444987776,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-21T20:00:40.851376,198,192,1103,20.054545454545455,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-21T20:00:42.050138,634,623,3164,17.965930599369088,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-21T20:00:43.247725,632,632,5652,32.19493670886076,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-21T20:00:44.458055,284,286,1575,19.964788732394368,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-21T20:00:45.804648,318,331,1424,16.120754716981132,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-21T20:00:47.145824,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-21T20:00:48.360490,170,180,615,13.023529411764706,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-21T20:00:49.569561,279,278,1050,13.548387096774194,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-21T20:00:50.754074,98,111,768,28.212244897959184,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-21T20:00:51.939684,368,272,1110,10.858695652173914,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-21T20:00:53.125378,265,236,967,13.136603773584905,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-21T20:30:54.414661,577,442,2252,14.050606585788564,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-21T20:30:55.625069,196,192,1103,20.259183673469387,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-21T20:30:56.988629,660,623,3164,17.25818181818182,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-21T20:30:58.197233,643,632,5652,31.644167962674963,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-21T20:30:59.405102,274,286,1575,20.693430656934304,19.825174825174827
Av. Mazatlán,19.4093511590419,-99.1799697960908,2024-09-21T20:31:00.596157,311,331,1424,16.48360128617363,15.487613293051359
Av. Sonora,"19.421030103159232,",-99.1740015403993,2024-09-21T20:31:01.785349,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
Av. Michoacán,19.4114144570053,-99.1785734600312,2024-09-21T20:31:02.970422,168,180,615,13.178571428571427,12.299999999999999
Alfonso Reyes,19.4099985412365,-99.1793240828505,2024-09-21T20:31:04.178432,283,278,1050,13.356890459363957,13.597122302158274
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-21T20:31:05.374169,102,111,768,27.10588235294118,24.90810810810811
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-21T20:31:06.566343,329,272,1110,12.145896656534955,14.691176470588237
Av. México,19.4142938110075,-99.1690154632206,2024-09-21T20:31:07.772592,272,236,967,12.798529411764706,14.750847457627117
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-21T21:01:09.222997,647,442,2252,12.530448222565688,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-21T21:01:10.437666,183,192,1103,21.698360655737705,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-21T21:01:11.643043,641,623,3164,17.769734789391578,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-21T21:01:12.854874,576,632,5652,35.325,32.19493670886076
Av. Tamaulipas,19.4070344162834,-99.1785081824951,2024-09-21T21:01:14.042541,262,286,1575,21.641221374045802,19.825174825174827
