Street Name,Latitud,Longitud,Timestamp,Current Travel Time (seconds),Free Flow Travel Time (seconds),Distance (meters),Current Speed (km/h),Free Flow Speed (km/h)
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T08:21:53.915534,516,442,2252,15.711627906976744,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T08:21:55.085474,188,192,1103,21.12127659574468,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T08:21:56.429722,687,623,3164,16.57991266375546,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T08:21:57.773640,750,658,4653,22.334400000000002,25.45714285714286
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T08:21:58.990454,224,247,987,15.8625,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T08:22:00.221642,233,254,1022,15.790557939914164,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T08:22:01.406701,99,111,768,27.92727272727273,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T08:22:02.843440,223,282,1220,19.69506726457399,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T08:22:04.187130,338,272,1110,11.822485207100593,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T08:22:05.401022,47,75,535,40.97872340425532,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T08:22:06.604192,267,282,954,12.862921348314607,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T08:22:07.824582,74,95,298,14.497297297297296,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T08:22:09.022878,58,55,156,9.682758620689656,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T08:52:10.326126,647,442,2252,12.530448222565688,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T08:52:11.498984,201,192,1103,19.755223880597015,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T08:52:12.687565,847,623,3164,13.447933884297521,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T08:52:13.903810,933,632,5652,21.808360128617366,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T08:52:15.110519,247,247,987,14.385425101214576,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T08:52:16.333560,194,260,897,16.64536082474227,12.420000000000002
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T08:52:17.468099,91,111,768,30.382417582417585,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T08:52:18.681377,229,282,1220,19.179039301310045,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T08:52:19.868625,444,387,1277,10.354054054054055,11.879069767441862
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T08:52:21.056973,48,75,535,40.125,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T08:52:22.255093,300,282,954,11.448000000000002,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T08:52:23.457671,84,95,298,12.77142857142857,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T08:52:24.652083,55,55,156,10.210909090909091,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T09:22:25.902868,717,442,2252,11.307112970711298,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T09:22:27.168013,237,192,1103,16.754430379746836,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T09:22:28.345764,824,623,3164,13.823300970873786,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T09:22:29.533101,1133,632,5652,17.958693733451014,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T09:22:30.751352,256,247,987,13.8796875,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T09:22:31.964609,188,260,897,17.17659574468085,12.420000000000002
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T09:22:33.121787,103,111,768,26.842718446601943,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T09:22:34.355860,232,282,1220,18.93103448275862,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T09:22:35.511388,497,387,1277,9.249899396378272,11.879069767441862
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T09:22:36.720521,55,75,535,35.01818181818182,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T09:22:37.930585,323,282,954,10.6328173374613,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T09:22:39.117494,83,95,298,12.925301204819277,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T09:22:40.351535,44,55,156,12.763636363636364,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T09:52:41.629780,583,442,2252,13.906003430531733,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T09:52:42.971106,217,192,1103,18.29861751152074,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T09:52:44.153537,960,623,3164,11.865,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T09:52:45.351752,939,638,5538,21.23194888178914,31.248902821316616
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T09:52:46.727890,265,247,987,13.408301886792453,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T09:52:47.939166,191,260,897,16.906806282722513,12.420000000000002
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T09:52:49.091856,105,111,768,26.33142857142857,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T09:52:50.289411,272,282,1220,16.14705882352941,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T09:52:51.455783,401,387,1277,11.464339152119702,11.879069767441862
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T09:52:52.637166,59,75,535,32.644067796610166,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T09:52:53.843554,404,282,954,8.500990099009902,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T09:52:55.048739,112,95,298,9.57857142857143,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T09:52:56.391787,43,55,156,13.060465116279069,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T10:22:57.672799,770,442,2252,10.52883116883117,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T10:22:58.869036,228,192,1103,17.41578947368421,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T10:23:00.056254,1058,772,3284,11.174291115311911,15.313989637305701
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T10:23:01.257301,784,632,5652,25.953061224489797,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T10:23:02.482471,257,247,987,13.825680933852139,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T10:23:03.709203,229,260,897,14.101310043668125,12.420000000000002
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T10:23:04.860081,109,111,768,25.3651376146789,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T10:23:06.076398,291,282,1220,15.09278350515464,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T10:23:07.260805,577,272,1110,6.925476603119585,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T10:23:08.471923,52,75,535,37.03846153846154,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T10:23:09.654213,381,282,954,9.014173228346458,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T10:23:10.836756,102,95,298,10.51764705882353,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T10:23:12.031239,46,55,156,12.208695652173912,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T10:53:13.258724,685,442,2252,11.835328467153287,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T10:53:14.440371,243,192,1103,16.34074074074074,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T10:53:15.620236,898,623,3164,12.684187082405346,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T10:53:16.784558,699,632,5652,29.109012875536482,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T10:53:17.989561,304,247,987,11.688157894736841,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T10:53:19.207035,210,260,897,15.377142857142857,12.420000000000002
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T10:53:20.383726,98,111,768,28.212244897959184,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T10:53:21.585464,298,282,1220,14.738255033557046,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T10:53:22.738283,505,387,1277,9.103366336633664,11.879069767441862
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T10:53:23.952958,63,75,535,30.57142857142857,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T10:53:25.144586,318,282,954,10.8,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T10:53:26.345703,88,95,298,12.19090909090909,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T10:53:27.539496,53,55,156,10.59622641509434,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T11:23:28.762686,646,442,2252,12.549845201238393,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T11:23:29.944550,204,192,1103,19.46470588235294,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T11:23:31.126225,1069,623,3164,10.655191768007484,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T11:23:32.306877,700,632,5652,29.06742857142857,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T11:23:33.511961,243,247,987,14.622222222222222,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T11:23:34.731739,249,254,1022,14.775903614457832,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T11:23:35.907228,115,111,768,24.041739130434784,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T11:23:37.140931,250,282,1220,17.567999999999998,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T11:23:38.310323,519,272,1110,7.69942196531792,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T11:23:39.523878,63,75,535,30.57142857142857,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T11:23:40.872821,302,282,954,11.372185430463578,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T11:23:42.070809,86,95,298,12.474418604651161,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T11:23:43.274713,48,55,156,11.7,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T11:53:44.530362,646,442,2252,12.549845201238393,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T11:53:45.700510,216,192,1103,18.383333333333333,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T11:53:46.865361,853,623,3164,13.353341148886283,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T11:53:48.019847,679,632,5652,29.96642120765832,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T11:53:49.238627,253,247,987,14.044268774703559,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T11:53:50.456088,256,254,1022,14.371875000000001,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T11:53:51.632348,104,111,768,26.584615384615386,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T11:53:52.851450,261,282,1220,16.82758620689655,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T11:53:54.005244,522,272,1110,7.655172413793105,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T11:53:55.210364,68,75,535,28.323529411764707,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T11:53:56.404735,477,282,954,7.2,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T11:53:57.623795,99,95,298,10.836363636363636,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T11:53:58.808797,54,55,156,10.4,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T12:24:00.090301,539,442,2252,15.041187384044528,18.342081447963803
Av. Nuevo León,19.4035424706988,-99.1711530598268,2024-09-18T12:24:01.265635,195,192,1103,20.36307692307692,20.68125
Av. Chapultepec,19.4203408773342,-99.1767217657321,2024-09-18T12:24:02.439361,839,623,3164,13.5761620977354,18.283146067415732
Cto. Bicentenario,19.4080683386285,-99.1841719353224,2024-09-18T12:24:03.614985,698,632,5652,29.150716332378224,32.19493670886076
Amsterdam,19.4096629733812,-99.171524335536,2024-09-18T12:24:04.810933,260,247,987,13.666153846153847,14.385425101214576
Amsterdam,19.4094830928443,-99.1711683254619,2024-09-18T12:24:06.005931,258,254,1022,14.26046511627907,14.485039370078741
Juan Escutia,19.4168100657109,-99.1787589688272,2024-09-18T12:24:07.161570,103,111,768,26.842718446601943,24.90810810810811
Durango,19.4181411170688,-99.1747665701085,2024-09-18T12:24:08.383291,261,282,1220,16.82758620689655,15.574468085106382
Av. Alvaro Obregon,19.4165333917315,-99.1686609116258,2024-09-18T12:24:09.555290,534,272,1110,7.48314606741573,14.691176470588237
Salamanca,19.4218287295025,-99.170230063732,2024-09-18T12:24:10.736730,65,75,535,29.630769230769236,25.680000000000003
Puebla,19.4222855873235,-99.1644452406813,2024-09-18T12:24:11.932317,297,282,954,11.563636363636364,12.178723404255319
Colima,19.4180548118505,-99.1682470033675,2024-09-18T12:24:13.144496,90,95,298,11.919999999999998,11.292631578947368
Laredo,19.4131443328286,-99.1715287130923,2024-09-18T12:24:14.360771,55,55,156,10.210909090909091,10.210909090909091
Av. Insurgentes,19.4037031532808,-99.1692699611328,2024-09-18T12:54:15.563861,576,442,2252,14.075000000000001,18.342081447963803
